574,1028,1114,
738,761,778,
1100,1128,1183,
440,445,475,
878,
930,
1361,
424,428,439,451,
957,944,955,973,
8,40,158,155,
689,661,628,629,658,682,
1069,
361,
871,882,852,693,884,
0,
239,
61,
526,
636,
889,906,915,918,
1015,1033,1089,1029,946,
1334,
37,
1021,1053,770,1080,
1337,
44,112,
500,565,571,
422,
846,570,816,
1217,1207,1238,1147,
641,671,
1123,
1367,
1379,
457,480,488,489,491,
939,
1271,
386,383,371,348,384,
850,931,773,
1240,1243,1242,
179,181,172,
708,
929,
1167,
1356,
1000,
1273,
1394,
72,
403,410,436,404,
853,
191,196,
586,587,610,620,
231,
673,
1129,
101,64,97,103,
579,530,
84,89,17,81,
470,
901,914,916,927,
1244,1253,1257,
1386,
1073,1097,1146,
1391,
975,
145,
385,460,
15,24,39,
458,473,477,
142,
332,471,507,575,
963,969,986,
135,149,154,156,
537,493,499,677,615,
77,90,91,102,
482,472,474,476,
59,
1193,1198,1223,1166,1201,1202,
1319,
240,
719,745,749,767,
25,21,18,
462,497,449,448,
356,388,389,
895,900,897,
1247,1262,1280,
393,399,
842,909,1012,858,
1299,1293,1327,1274,1281,
184,195,211,258,
705,715,727,730,
1269,
453,9,1009,1037,
1323,
342,351,358,360,382,407,
763,
1090,
1304,1306,1312,1315,
510,512,
268,285,288,
732,
764,
1086,
374,
824,835,716,813,
1221,
1225,
1252,
281,
843,838,
1184,1189,1163,1178,
293,304,311,315,390,
808,830,
1154,1155,1186,1187,
278,287,233,
796,826,829,833,
604,844,847,861,
1107,1138,1211,1234,
1380,
524,517,532,535,299,
1034,1078,
1049,1071,1082,
1378,
160,175,29,
241,244,262,265,
728,
1045,
786,397,775,820,
418,419,11,405,
392,321,376,
710,
691,
46,87,
197,
592,597,
812,
146,152,153,171,
608,654,656,
903,
1010,
633,668,685,
1067,
1389,
243,35,263,
600,627,
134,116,123,114,
569,585,593,614,
1246,
58,
1134,
1153,
1368,
1381,1387,
880,
1020,
1328,
506,558,564,
953,966,1002,
12,
949,917,932,956,
1264,1340,
296,297,300,
753,
982,
168,249,289,313,
804,
1126,1141,1179,1192,1121,
1376,
330,325,319,
513,
676,690,729,776,
981,1131,1144,
273,333,339,
891,815,857,
870,
